,index,text,entities,relations,Comments,id,label,start_offset,end_offset
3410,3435,"systemsetting.exe  BIOPASS RAT binary (PyInstaller)  Trojan.Win32.BIOPASS.A  b3bd28951789ef7cfaf659e07e198b45b04a2f3cde268e6ede4d4f877959341e  systemsetting.exe  BIOPASS RAT binary (PyInstaller)  Trojan.Win32.BIOPASS.A  e0caebfbd2804fcde30e75f2c6d06e84b3bf89ed85db34d6f628b25dca7a9a0f             YIZHI_SIGNED.exe  BIOPASS RAT binary (PyInstaller)  Trojan.Win32.BIOPASS.A  2503549352527cb0ffa1811a44481f6980961d98f9d5a96d5926d5676c31b9ee  socketio.exe  BIOPASS RAT binary (Nuitka)  Trojan.Win32.BIOPASS.A  8ba72a391fb653b2cc1e5caa6f927efdf46568638bb4fc25e6f01dc36a96533b  flashplayerpp_install_cn.exe  BIOPASS RAT binary (Nuitka)  Trojan.Win32.BIOPASS.A  e5fdb754c1a7c36c288c46765c9258bb2c7f38fa2a99188a623182f877da3783  beep.sys  Derusbi  Trojan.Win64.DERUSBI.C  a7e9e2bec3ad283a9a0b130034e822c8b6dfd26dda855f883a3a4ff785514f97  Browser_plugin (8).exe  Cobalt Strike Loader  Trojan.Win64.COBEACON.SUX        IP/Domain/URL  Note  webplus-cn-hongkong-s-5faf81e0d937f14c9ddbe5a0[.]oss-cn-hongkong[.]aliyuncs[.]com  Cloud storage bucket used to host BIOPASS RAT loaders  softres[.]oss-accelerate[.]aliyuncs[.]com  Cloud storage bucket used to host BIOPASS RAT loaders  flashdownloadserver[.]oss-cn-hongkong[.]aliyuncs[.]com  Cloud storage bucket used to host BIOPASS RAT modules and stolen data  lualibs[.]oss-cn-hongkong[.]aliyuncs[.]com  Cloud storage bucket used to host Cobalt Strike loader scripts  bps-rhk[.]oss-cn-hongkong[.]aliyuncs[.]com  Cloud storage bucket used for RTMP live streaming  ﻿wxdget[.]oss-cn-hongkong[.]aliyuncs[.]com  Cloud storage bucket used for storing stolen WeChat data  chinanode[.]microsoft-update-service[.]com:38080  BIOPASS RAT C&C server  0x3s[.]com  XSS attack domain  update[.]flash-installer[.]com  Associated fake installer domain  update[.]flash-installers[.]com  Associated fake installer domain  flash[.]com[.]cm  Associated fake installer domain  flash[.]com[.]se  Associated fake installer domain  flashi[.]com[.]cn  Associated fake installer domain  flash[.]co[.]cm  Associated fake installer domain  47[.]57[.]142[.]30  Cobalt Strike C&C server  47[.]57[.]186[.]151  Cobalt Strike C&C server  103[.]158[.]190[.]58  Cobalt Strike C&C server  207[.]148[.]100[.]49  Cobalt Strike C&C server  microsoft[.]update[.]flash[.]com.se  Cobalt Strike C&C server  hxxps://webplus-cn-hongkong-s-5faf81e0d937f14c9ddbe5a0[.]oss-cn-hongkong.aliyuncs[.]com/Silverlight_ins.exe  BIOPASS RAT loader download URL  hxxps://webplus-cn-hongkong-s-5faf81e0d937f14c9ddbe5a0.oss-cn-hongkong.aliyuncs[.]com/flash_ins[.]exe  BIOPASS RAT loader download URL  hxxp://softres.oss-accelerate[.]aliyuncs[.]com/Silverlight[.]exe  BIOPASS RAT loader download URL  hxxp://flashdownloadserver[.]oss-cn-hongkong.aliyuncs[.]com/res/big.txt  BIOPASS RAT script download URL  hxxp://flashdownloadserver[.]oss-cn-hongkong.aliyuncs[.]com/res/Online.txt  BIOPASS RAT script download URL  hxxp://flashdownloadserver[.]oss-cn-hongkong.aliyuncs[.]com/res/files.zip  Python runtime package download URL  hxxp://flashdownloadserver[.]oss-cn-hongkong.aliyuncs[.]com/res/ServiceHub.zip  Python runtime package download URL  hxxp://flashdownloadserver[.]oss-cn-hongkong.aliyuncs[.]com/res/c1222.txt  c1222 module script download URL  hxxp://flashdownloadserver[.]oss-cn-hongkong.aliyuncs[.]com/res/cdaemon.txt  cdaemon module download URL  hxxp://flashdownloadserver[.]oss-cn-hongkong.aliyuncs[.]com/res/x.txt  Cobalt Strike Python loader download URL  hxxp://lualibs.oss-cn-hongkong[.]aliyuncs.com/x86/1-CS-443.lua  Cobalt Strike Lua loader download URL  hxxp://flashdownloadserver[.]oss-cn-hongkong.aliyuncs[.]com/res/s.txt  Cobalt Strike shellcode download URL  hxxp://flashdownloadserver[.]oss-cn-hongkong.aliyuncs[.]com/res/sc2.txt  Cobalt Strike shellcode download URL  hxxp://flashdownloadserver[.]oss-cn-hongkong.aliyuncs[.]com/res/sc3.txt  Cobalt Strike shellcode download URL  hxxp://flashdownloadserver[.]oss-cn-hongkong.aliyuncs[.]com/res/csplugins/getwechatdb.txt  getwechatdb plug-in download URL  hxxp://flashdownloadserver[.]oss-cn-hongkong.aliyuncs[.]com/res/csplugins/wechat.txt  getwechatdb plug-in download URL  hxxp://flashdownloadserver[.]oss-cn-hongkong.aliyuncs[.]com/res/csplugins/xss_spoof.zip  xss_spoof plug-in download URL  hxxp://flashdownloadserver[.]oss-cn-hongkong.aliyuncs[.]com/res/csplugins/xss.txt  XSS payload download URL  hxxp://flashdownloadserver[.]oss-cn-hongkong.aliyuncs[.]com/res/csplugins/script.txt  XSS payload download URL  hxxp://0x3s[.]com/x[.]js  XSS injection URL         Tags  Malware | Endpoints | APT & Targeted Attacks | Research | Articles, News, Reports","[{'id': 10335, 'label': 'malware', 'start_offset': 19, 'end_offset': 30}, {'id': 10337, 'label': 'malware', 'start_offset': 162, 'end_offset': 173}, {'id': 10338, 'label': 'SHA2', 'start_offset': 220, 'end_offset': 284}, {'id': 10339, 'label': 'malware', 'start_offset': 315, 'end_offset': 326}, {'id': 10341, 'label': 'malware', 'start_offset': 453, 'end_offset': 464}, {'id': 10343, 'label': 'malware', 'start_offset': 602, 'end_offset': 613}, {'id': 10344, 'label': 'MD5', 'start_offset': 655, 'end_offset': 719}, {'id': 10346, 'label': 'SHA2', 'start_offset': 764, 'end_offset': 828}, {'id': 10350, 'label': 'malware', 'start_offset': 1047, 'end_offset': 1058}, {'id': 10353, 'label': 'malware', 'start_offset': 1145, 'end_offset': 1156}, {'id': 10356, 'label': 'malware', 'start_offset': 1256, 'end_offset': 1267}, {'id': 10336, 'label': 'SHA2', 'start_offset': 77, 'end_offset': 141}, {'id': 10345, 'label': 'malware', 'start_offset': 731, 'end_offset': 738}, {'id': 10340, 'label': 'SHA2', 'start_offset': 373, 'end_offset': 437}, {'id': 10342, 'label': 'SHA2', 'start_offset': 506, 'end_offset': 570}, {'id': 10360, 'label': 'tools', 'start_offset': 1371, 'end_offset': 1384}, {'id': 10347, 'label': 'tools', 'start_offset': 854, 'end_offset': 867}, {'id': 10363, 'label': 'malware', 'start_offset': 1648, 'end_offset': 1659}, {'id': 10365, 'label': 'IPV4', 'start_offset': 2044, 'end_offset': 2062}, {'id': 10367, 'label': 'IPV4', 'start_offset': 2090, 'end_offset': 2109}, {'id': 10369, 'label': 'IPV4', 'start_offset': 2137, 'end_offset': 2157}, {'id': 10371, 'label': 'IPV4', 'start_offset': 2185, 'end_offset': 2205}, {'id': 10374, 'label': 'tools', 'start_offset': 2270, 'end_offset': 2283}, {'id': 10375, 'label': 'malware', 'start_offset': 2405, 'end_offset': 2416}, {'id': 10376, 'label': 'malware', 'start_offset': 2541, 'end_offset': 2552}, {'id': 10377, 'label': 'malware', 'start_offset': 2640, 'end_offset': 2651}, {'id': 10378, 'label': 'malware', 'start_offset': 2746, 'end_offset': 2757}, {'id': 10379, 'label': 'malware', 'start_offset': 2855, 'end_offset': 2866}, {'id': 10380, 'label': 'tools', 'start_offset': 3403, 'end_offset': 3416}, {'id': 10386, 'label': 'attack-pattern', 'start_offset': 4328, 'end_offset': 4331}, {'id': 10387, 'label': 'attack-pattern', 'start_offset': 4440, 'end_offset': 4443}, {'id': 10388, 'label': 'attack-pattern', 'start_offset': 4492, 'end_offset': 4495}, {'id': 10382, 'label': 'tools', 'start_offset': 3509, 'end_offset': 3522}, {'id': 10383, 'label': 'tools', 'start_offset': 3619, 'end_offset': 3632}, {'id': 10384, 'label': 'tools', 'start_offset': 3730, 'end_offset': 3743}, {'id': 10385, 'label': 'tools', 'start_offset': 3841, 'end_offset': 3854}, {'id': 10370, 'label': 'tools', 'start_offset': 2159, 'end_offset': 2172}, {'id': 10368, 'label': 'tools', 'start_offset': 2111, 'end_offset': 2124}, {'id': 10372, 'label': 'tools', 'start_offset': 2207, 'end_offset': 2220}, {'id': 10366, 'label': 'tools', 'start_offset': 2064, 'end_offset': 2077}, {'id': 49152, 'label': 'malware', 'start_offset': 482, 'end_offset': 504}, {'id': 49159, 'label': 'DOMAIN', 'start_offset': 1293, 'end_offset': 1335}, {'id': 49166, 'label': 'DOMAIN', 'start_offset': 1703, 'end_offset': 1733}, {'id': 49172, 'label': 'DOMAIN', 'start_offset': 2233, 'end_offset': 2268}, {'id': 49141, 'label': 'FILEPATH', 'start_offset': 0, 'end_offset': 17}, {'id': 49147, 'label': 'FILEPATH', 'start_offset': 721, 'end_offset': 729}, {'id': 49148, 'label': 'FILEPATH', 'start_offset': 830, 'end_offset': 852}, {'id': 49149, 'label': 'attack-pattern', 'start_offset': 1684, 'end_offset': 1694}, {'id': 49150, 'label': 'malware', 'start_offset': 196, 'end_offset': 218}, {'id': 49153, 'label': 'malware', 'start_offset': 631, 'end_offset': 653}, {'id': 49154, 'label': 'malware', 'start_offset': 740, 'end_offset': 762}, {'id': 49156, 'label': 'DOMAIN', 'start_offset': 930, 'end_offset': 1011}, {'id': 49142, 'label': 'malware', 'start_offset': 53, 'end_offset': 75}, {'id': 49151, 'label': 'malware', 'start_offset': 349, 'end_offset': 371}, {'id': 49155, 'label': 'malware', 'start_offset': 876, 'end_offset': 901}, {'id': 49162, 'label': 'DOMAIN', 'start_offset': 1497, 'end_offset': 1538}, {'id': 49169, 'label': 'DOMAIN', 'start_offset': 1888, 'end_offset': 1904}, {'id': 49170, 'label': 'DOMAIN', 'start_offset': 1940, 'end_offset': 1957}, {'id': 49171, 'label': 'DOMAIN', 'start_offset': 1993, 'end_offset': 2008}, {'id': 49143, 'label': 'FILEPATH', 'start_offset': 143, 'end_offset': 160}, {'id': 49144, 'label': 'FILEPATH', 'start_offset': 297, 'end_offset': 313}, {'id': 49145, 'label': 'FILEPATH', 'start_offset': 439, 'end_offset': 451}, {'id': 49146, 'label': 'FILEPATH', 'start_offset': 572, 'end_offset': 600}, {'id': 49157, 'label': 'DOMAIN', 'start_offset': 1059, 'end_offset': 1109}, {'id': 49158, 'label': 'DOMAIN', 'start_offset': 1166, 'end_offset': 1220}, {'id': 49160, 'label': 'DOMAIN', 'start_offset': 1401, 'end_offset': 1443}, {'id': 49161, 'label': 'DOMAIN', 'start_offset': 1497, 'end_offset': 1538}, {'id': 49189, 'label': 'DOMAIN', 'start_offset': 4124, 'end_offset': 4211}, {'id': 49191, 'label': 'DOMAIN', 'start_offset': 4354, 'end_offset': 4438}, {'id': 49163, 'label': 'DOMAIN', 'start_offset': 1598, 'end_offset': 1646}, {'id': 49164, 'label': 'DOMAIN', 'start_offset': 1672, 'end_offset': 1682}, {'id': 49165, 'label': 'DOMAIN', 'start_offset': 1497, 'end_offset': 1538}, {'id': 49167, 'label': 'DOMAIN', 'start_offset': 1836, 'end_offset': 1852}, {'id': 49168, 'label': 'DOMAIN', 'start_offset': 1769, 'end_offset': 1800}, {'id': 49174, 'label': 'DOMAIN', 'start_offset': 2438, 'end_offset': 2539}, {'id': 49175, 'label': 'DOMAIN', 'start_offset': 2574, 'end_offset': 2638}, {'id': 49176, 'label': 'DOMAIN', 'start_offset': 2673, 'end_offset': 2744}, {'id': 49178, 'label': 'DOMAIN', 'start_offset': 2888, 'end_offset': 2961}, {'id': 49179, 'label': 'DOMAIN', 'start_offset': 3000, 'end_offset': 3078}, {'id': 49181, 'label': 'DOMAIN', 'start_offset': 3226, 'end_offset': 3301}, {'id': 49184, 'label': 'DOMAIN', 'start_offset': 3548, 'end_offset': 3617}, {'id': 49188, 'label': 'DOMAIN', 'start_offset': 4004, 'end_offset': 4088}, {'id': 49192, 'label': 'DOMAIN', 'start_offset': 4466, 'end_offset': 4490}, {'id': 49173, 'label': 'DOMAIN', 'start_offset': 2296, 'end_offset': 2403}, {'id': 49177, 'label': 'DOMAIN', 'start_offset': 2779, 'end_offset': 2853}, {'id': 49180, 'label': 'DOMAIN', 'start_offset': 3117, 'end_offset': 3190}, {'id': 49182, 'label': 'DOMAIN', 'start_offset': 3332, 'end_offset': 3401}, {'id': 49183, 'label': 'DOMAIN', 'start_offset': 3445, 'end_offset': 3507}, {'id': 49185, 'label': 'DOMAIN', 'start_offset': 3657, 'end_offset': 3728}, {'id': 49186, 'label': 'DOMAIN', 'start_offset': 3768, 'end_offset': 3839}, {'id': 49190, 'label': 'DOMAIN', 'start_offset': 4245, 'end_offset': 4326}, {'id': 49187, 'label': 'DOMAIN', 'start_offset': 3879, 'end_offset': 3968}]",[],[],10335,malware,19,30
3411,3436,"This post is also available in:      日本語 (Japanese)  On May 4, 2022, F5 released a security advisory for a remote code execution vulnerability in the iControlREST component of its BIG-IP product tracked in CVE-2022-1388.","[{'id': 49195, 'label': 'vulnerability', 'start_offset': 206, 'end_offset': 219}, {'id': 49196, 'label': 'vulnerability', 'start_offset': 107, 'end_offset': 142}, {'id': 49193, 'label': 'TIME', 'start_offset': 53, 'end_offset': 67}, {'id': 49194, 'label': 'identity', 'start_offset': 69, 'end_offset': 71}, {'id': 49197, 'label': 'tools', 'start_offset': 150, 'end_offset': 162}]","[{'id': 750, 'from_id': 49196, 'to_id': 49195, 'type': 'duplicate-of'}, {'id': 751, 'from_id': 49197, 'to_id': 49195, 'type': 'has'}]",[],49195,vulnerability,206,219
3412,3437,Threat actors can exploit this vulnerability to bypass authentication and run arbitrary code on unpatched systems.,"[{'id': 49198, 'label': 'attack-pattern', 'start_offset': 48, 'end_offset': 69}, {'id': 49200, 'label': 'vulnerability', 'start_offset': 26, 'end_offset': 44}, {'id': 49199, 'label': 'attack-pattern', 'start_offset': 74, 'end_offset': 113}]","[{'id': 752, 'from_id': 49198, 'to_id': 49200, 'type': 'targets'}, {'id': 753, 'from_id': 49199, 'to_id': 49200, 'type': 'targets'}]",[],49198,attack-pattern,48,69
3413,3438,"This is a critical vulnerability that needs immediate attention, as it was given a 9.8 CVSS score.",[],[],[],,,,
3414,3439,"Since the release of this advisory, mass scanning activity has started to occur, seeking unpatched systems, and in-the-wild exploitation has begun.  Palo Alto Networks released a Threat Prevention signature for the F5 BIG-IP Authentication Bypass Vulnerability (92570) and within just 10 hours, the signature triggered 2,552 times due to vulnerability scanning and active exploitation attempts.","[{'id': 49201, 'label': 'identity', 'start_offset': 149, 'end_offset': 168}, {'id': 49203, 'label': 'vulnerability', 'start_offset': 225, 'end_offset': 268}, {'id': 49204, 'label': 'TIME', 'start_offset': 285, 'end_offset': 293}, {'id': 49202, 'label': 'tools', 'start_offset': 215, 'end_offset': 224}]","[{'id': 754, 'from_id': 49202, 'to_id': 49203, 'type': 'has'}]",[],49201,identity,149,168
3415,3440,  Unit 42 recommends customers upgrade to the latest release of F5 BIG-IP products.,"[{'id': 10409, 'label': 'identity', 'start_offset': 2, 'end_offset': 9}, {'id': 49205, 'label': 'tools', 'start_offset': 64, 'end_offset': 73}]",[],[],10409,identity,2,9
3416,3441,Palo Alto Networks Next Generation Firewall Threat Prevention customers are protected with Signature 92570.,"[{'id': 49206, 'label': 'identity', 'start_offset': 0, 'end_offset': 18}]",[],[],49206,identity,0,18
3417,3442, Vulnerable Systems Mitigation Actions Observed in the Wild Conclusion Additional Resources Indicators of Compromise  The F5 product vulnerable to CVE-2022-1388 is BIG-IP with the following versions:  The vulnerability exists within the iControl REST framework used by BIG-IP.,"[{'id': 49208, 'label': 'vulnerability', 'start_offset': 201, 'end_offset': 218}, {'id': 49209, 'label': 'tools', 'start_offset': 118, 'end_offset': 132}, {'id': 49207, 'label': 'vulnerability', 'start_offset': 146, 'end_offset': 160}, {'id': 49210, 'label': 'tools', 'start_offset': 237, 'end_offset': 260}]","[{'id': 755, 'from_id': 49208, 'to_id': 49207, 'type': 'duplicate-of'}, {'id': 756, 'from_id': 49209, 'to_id': 49207, 'type': 'has'}, {'id': 757, 'from_id': 49210, 'to_id': 49208, 'type': 'has'}]",[],49208,vulnerability,201,218
3418,3443, We recommend that customers update their F5 BIG-IP deployments to one of the following versions that have patches to mitigate CVE-2022-1388:,"[{'id': 49212, 'label': 'tools', 'start_offset': 42, 'end_offset': 51}, {'id': 49211, 'label': 'vulnerability', 'start_offset': 127, 'end_offset': 140}]","[{'id': 758, 'from_id': 49212, 'to_id': 49211, 'type': 'has'}]",[],49212,tools,42,51
3419,3444," Until you can install the patched versions of BIG-IP, see the Mitigation section on the F5 security advisory for information on how to mitigate this vulnerability via a workaround to limit the vulnerable component to trusted networks.  In response to the F5 security advisory, Palo Alto Networks released the Threat Prevention signature F5 BIG-IP Authentication Bypass Vulnerability (92570) on May 9.","[{'id': 49218, 'label': 'TIME', 'start_offset': 395, 'end_offset': 400}, {'id': 49213, 'label': 'tools', 'start_offset': 47, 'end_offset': 53}, {'id': 49215, 'label': 'identity', 'start_offset': 256, 'end_offset': 258}, {'id': 49216, 'label': 'identity', 'start_offset': 278, 'end_offset': 296}, {'id': 49217, 'label': 'vulnerability', 'start_offset': 338, 'end_offset': 391}, {'id': 49214, 'label': 'identity', 'start_offset': 89, 'end_offset': 91}]",[],[],49218,TIME,395,400
3420,3445," We observed this signature triggered 2,552 times between 4:47 and 14:00 UTC on May 10.","[{'id': 49219, 'label': 'TIME', 'start_offset': 50, 'end_offset': 86}]",[],[],49219,TIME,50,86
3421,3446,"We were able to analyze 2,151 packets that triggered the signature and observed both vulnerability scanning activity and active exploitation attempts.",[],[],[],,,,
3422,3447, Table 1 shows the commands that would be executed in the event of successful exploitation.,[],[],[],,,,
3423,3448,These were found by analysis of the packet captures that triggered the F5 BIG-IP Authentication Bypass Vulnerability signature.,"[{'id': 49220, 'label': 'vulnerability', 'start_offset': 81, 'end_offset': 116}, {'id': 49221, 'label': 'tools', 'start_offset': 71, 'end_offset': 80}]","[{'id': 759, 'from_id': 49221, 'to_id': 49220, 'type': 'has'}]",[],49220,vulnerability,81,116
3424,3449, Table 1. Commands observed in CVE-2022-1388 exploitation attempts.,"[{'id': 49222, 'label': 'vulnerability', 'start_offset': 31, 'end_offset': 44}]",[],[],49222,vulnerability,31,44
3425,3450, Palo Alto Networks customers receive protections against the exploitation of this vulnerability in the following ways:  Palo Alto Networks will update this Threat Brief with new information and recommendations as they become available.,"[{'id': 49223, 'label': 'identity', 'start_offset': 1, 'end_offset': 19}, {'id': 49224, 'label': 'identity', 'start_offset': 121, 'end_offset': 139}]",[],[],49223,identity,1,19
3426,3451," K23605346: BIG-IP iControl REST vulnerability CVE-2022-1388 EnemyBot Attempts to Exploit CVE-2022-1388  30f7e1998d162dfad69d6d8abb763ae4033bbd4a015d170b1ad3e20d39cd4e20 da647646cd36a3acb716b4266e9032f9c1caf555b7667e1dbe5bef89e7d2fdbb b39d2a1202351d3be5d9906ec47ee05c305302124dddec5538dc7b9924c6b85d ad6d44c70f83431bedf890967f2da0607c9b1f79591fb1b2697160f5b1c1a75c 1f93a6696f7bf1b2067cc503583deb4840404ebeeba89579bd303f57000baeb7 9a72aab2a3d1d6e66c185966597a52a8726ca25f5d9e2195af44f98d8b1847d5 53214f4d2d2dfd02b46f416cbdcb6f3a764820a50da4d59926f829b96cf82a6c  20.187.67[.]224 192.132.218[.]149 85.203.23[.]73 116.48.110[.]159  hxxps://transfer[.]sh/dlxo3I/1.sh hxxp://20.239.193[.]47/kele.sh hxxp://20.239.193[.]47/kele1 hxxp://20.187.86[.]47/dadda  Updated May 16, 2022  Sign up to receive the latest news, cyber threat intelligence and research from us  Please enter your email address!","[{'id': 10440, 'label': 'malware', 'start_offset': 61, 'end_offset': 69}, {'id': 10442, 'label': 'SHA2', 'start_offset': 170, 'end_offset': 234}, {'id': 10443, 'label': 'SHA2', 'start_offset': 235, 'end_offset': 299}, {'id': 10444, 'label': 'SHA2', 'start_offset': 300, 'end_offset': 364}, {'id': 10446, 'label': 'SHA2', 'start_offset': 430, 'end_offset': 494}, {'id': 10447, 'label': 'SHA2', 'start_offset': 495, 'end_offset': 559}, {'id': 10448, 'label': 'IPV4', 'start_offset': 561, 'end_offset': 576}, {'id': 10449, 'label': 'IPV4', 'start_offset': 577, 'end_offset': 594}, {'id': 10450, 'label': 'IPV4', 'start_offset': 595, 'end_offset': 609}, {'id': 10451, 'label': 'IPV4', 'start_offset': 610, 'end_offset': 626}, {'id': 10441, 'label': 'SHA2', 'start_offset': 105, 'end_offset': 169}, {'id': 10445, 'label': 'SHA2', 'start_offset': 365, 'end_offset': 429}, {'id': 49225, 'label': 'vulnerability', 'start_offset': 12, 'end_offset': 60}, {'id': 49228, 'label': 'DOMAIN', 'start_offset': 662, 'end_offset': 692}, {'id': 49229, 'label': 'DOMAIN', 'start_offset': 693, 'end_offset': 721}, {'id': 49226, 'label': 'vulnerability', 'start_offset': 90, 'end_offset': 103}, {'id': 49230, 'label': 'DOMAIN', 'start_offset': 722, 'end_offset': 749}, {'id': 49231, 'label': 'TIME', 'start_offset': 759, 'end_offset': 771}, {'id': 49227, 'label': 'DOMAIN', 'start_offset': 628, 'end_offset': 661}]","[{'id': 760, 'from_id': 10440, 'to_id': 49226, 'type': 'exploits'}]",[],10440,malware,61,69
3427,3452," Please mark, I'm not a robot!  ",[],[],[],,,,
3428,3453,"By submitting this form, you agree to our Terms of Use and acknowledge our Privacy Statement.  ",[],[],[],,,,
3429,3454,"Blackgear (also known as Topgear and Comnie) is a cyberespionage campaign dating back to 2008, at least based on the Protux backdoor used by its operators.","[{'id': 49232, 'label': 'campaign', 'start_offset': 0, 'end_offset': 9}, {'id': 49233, 'label': 'campaign', 'start_offset': 25, 'end_offset': 32}, {'id': 49234, 'label': 'campaign', 'start_offset': 37, 'end_offset': 43}, {'id': 49235, 'label': 'TIME', 'start_offset': 89, 'end_offset': 93}, {'id': 49236, 'label': 'malware', 'start_offset': 117, 'end_offset': 132}]","[{'id': 761, 'from_id': 49233, 'to_id': 49232, 'type': 'duplicate-of'}, {'id': 762, 'from_id': 49234, 'to_id': 49232, 'type': 'duplicate-of'}]",[],49232,campaign,0,9
3430,3456,"In 2016, for instance, we found their campaigns attacking Japanese organizations with various malware tools, notably the Elirks backdoor.","[{'id': 49240, 'label': 'TIME', 'start_offset': 3, 'end_offset': 7}, {'id': 49241, 'label': 'malware', 'start_offset': 121, 'end_offset': 127}]",[],[],49240,TIME,3,7
3431,3457,"Blackgear’s operators are well-organized, developing their own tools, which we observed to have been recently fine-tuned, based on their latest attacks.","[{'id': 49242, 'label': 'threat-actor', 'start_offset': 0, 'end_offset': 21}]",[],[],49242,threat-actor,0,21
3432,3458,"A notable characteristic of Blackgear is the degree to which its attacks are taken to evade detection, abusing blogging, microblogging, and social media services to hide its command-and-control (C&C) configuration.","[{'id': 49244, 'label': 'attack-pattern', 'start_offset': 86, 'end_offset': 101}, {'id': 49247, 'label': 'attack-pattern', 'start_offset': 165, 'end_offset': 213}, {'id': 49248, 'label': 'attack-pattern', 'start_offset': 103, 'end_offset': 161}, {'id': 49243, 'label': 'threat-actor', 'start_offset': 28, 'end_offset': 37}]","[{'id': 763, 'from_id': 49243, 'to_id': 49244, 'type': 'uses'}, {'id': 765, 'from_id': 49243, 'to_id': 49247, 'type': 'uses'}, {'id': 766, 'from_id': 49243, 'to_id': 49248, 'type': 'uses'}]",[],49244,attack-pattern,86,101
3433,3459,"Compared to when C&C information is embedded within the malware, where it’s preset and can thus be easily blocked, this tactic lets Blackgear’s operators to quickly change C&C servers as needed.","[{'id': 49249, 'label': 'threat-actor', 'start_offset': 132, 'end_offset': 141}]",[],[],49249,threat-actor,132,141
3434,3460,"It can, in turn, prolong the campaign’s foothold in the system and enable attackers to carry out further lateral movement.","[{'id': 49250, 'label': 'attack-pattern', 'start_offset': 105, 'end_offset': 121}]",[],[],49250,attack-pattern,105,121
3435,3461,"Analyzing the Marade downloader (detected by Trend Micro as TSPY_MARADE.ZTBC) and the version of Protux (BKDR_PROTUX.ZTBC) employed by Blackgear’s latest campaigns, we found their encrypted configurations on blog and social media posts (see Figure 1).","[{'id': 49251, 'label': 'malware', 'start_offset': 14, 'end_offset': 31}, {'id': 49252, 'label': 'identity', 'start_offset': 45, 'end_offset': 56}, {'id': 49254, 'label': 'malware', 'start_offset': 97, 'end_offset': 122}, {'id': 49255, 'label': 'threat-actor', 'start_offset': 135, 'end_offset': 144}, {'id': 49253, 'label': 'malware', 'start_offset': 60, 'end_offset': 76}]","[{'id': 767, 'from_id': 49253, 'to_id': 49251, 'type': 'duplicate-of'}, {'id': 768, 'from_id': 49254, 'to_id': 49251, 'type': 'based-on'}, {'id': 769, 'from_id': 49251, 'to_id': 49255, 'type': 'authored-by'}]",[],49251,malware,14,31
3436,3462,This can be an indication that these malware tools were developed by the same group.,[],[],[],,,,
3437,3463,Figure 1. Marade’s encrypted configuration on a Facebook post Figure 2. Infection chain of Blackgear’s attack Attack chain,"[{'id': 49258, 'label': 'threat-actor', 'start_offset': 91, 'end_offset': 100}, {'id': 49256, 'label': 'malware', 'start_offset': 10, 'end_offset': 17}, {'id': 49257, 'label': 'SOFTWARE', 'start_offset': 48, 'end_offset': 56}]","[{'id': 770, 'from_id': 49256, 'to_id': 49257, 'type': 'uses'}]",[],49258,threat-actor,91,100
3438,3464,"To paint a bigger picture of Blackgear’s attacks, we correlated the tools and tactics they used against their targets.","[{'id': 49259, 'label': 'threat-actor', 'start_offset': 29, 'end_offset': 38}]",[],[],49259,threat-actor,29,38
3439,3465,"Here’s a summary of Blackgear’s latest campaign:  Use a decoy document or fake installer file, sent via spam email to lure a potential victim into clicking it.","[{'id': 49260, 'label': 'campaign', 'start_offset': 20, 'end_offset': 47}, {'id': 49262, 'label': 'attack-pattern', 'start_offset': 104, 'end_offset': 114}, {'id': 49261, 'label': 'attack-pattern', 'start_offset': 56, 'end_offset': 93}]","[{'id': 771, 'from_id': 49260, 'to_id': 49261, 'type': 'uses'}, {'id': 772, 'from_id': 49260, 'to_id': 49262, 'type': 'uses'}]",[],49260,campaign,20,47
3440,3466,The decoy document will extract the Marade downloader.,"[{'id': 49264, 'label': 'malware', 'start_offset': 36, 'end_offset': 53}, {'id': 49265, 'label': 'attack-pattern', 'start_offset': 4, 'end_offset': 18}]","[{'id': 774, 'from_id': 49265, 'to_id': 49264, 'type': 'delivers'}]",[],49264,malware,36,53
3441,3467,It drops itself in the machine’s Temp folder and increases its file size to over 50MB in order to bypass traditional sandbox solutions.,[],[],[],,,,
3442,3468,Marade will check if the infected host can connect to the internet and if it is installed with anti-virus (AV) software.,"[{'id': 49266, 'label': 'malware', 'start_offset': 0, 'end_offset': 6}]",[],[],49266,malware,0,6
3443,3469,"If the affected system can connect online and doesn’t have AV software, Marade will connect to a Blackgear-controlled public blog or social media post to retrieve an encrypted C&C configuration.","[{'id': 49269, 'label': 'Infrastucture', 'start_offset': 118, 'end_offset': 193}, {'id': 49267, 'label': 'malware', 'start_offset': 72, 'end_offset': 78}, {'id': 49268, 'label': 'threat-actor', 'start_offset': 97, 'end_offset': 106}]","[{'id': 775, 'from_id': 49268, 'to_id': 49269, 'type': 'controls'}, {'id': 776, 'from_id': 49267, 'to_id': 49269, 'type': 'beacons-to'}]",[],49269,Infrastucture,118,193
3444,3470,"Otherwise, Marade will use the C&C information embedded in its code.","[{'id': 49270, 'label': 'malware', 'start_offset': 11, 'end_offset': 17}]",[],[],49270,malware,11,17
3445,3471,The encrypted strings will pose as a magnet link to keep its malicious traffic from being detected by AV software.,[],[],[],,,,
